Classifications,Permanent Call Number,Material Type,Author,ISBN,ISSN,Title (Complete),Publication Place,Publisher,Publication Date,Barcode,Replacement cost,
Architecture,NA1088.M65 A53 1986,Book,"Mies van der Rohe, Ludwig, 1886-1969",0226317188; 9780226317182; 0226317161; 9780226317168,,"Mies van der Rohe : architect as educator : catalogue for the exhibition / edited by Rolf Achilles, Kevin Harrington, and Charlotte Myhrum.","Chicago, Ill. :",Distributed by the University of; Mies van der Rohe Centennial Project Illinois Institute of Technology,1986,39097005661112,,39097005661112
Visual arts,N6999.T39 M54 1983,Book,"Milner, John",0300027710; 9780300027716,,Vladimir Tatlin and the Russian avant-garde / John Milner.,New Haven :,Yale University Press,"1984, c1983.",39097005662276,,39097005662276
Visual arts,N6868.5.E9 B55,Book,,,,"Der Blaue Reiter und sein Kreis (Der Blaue Reiter und die Neue Künstlervereinigung München) : Gemälde, Aquarelle, Zeichnungen, Graphik : 24. Kunstausstellung Villingen-Schwenningen 26. April bis 19. Mai 1975, Stadtbezirk Schwenningen, Beethovenhaus / [Katalog und Ausstellung, Margarete Willmann].",[Villingen-Schwenningen :,sn,1975],39097005662722,,39097005662722
Visual arts,N7572 .C55,Book,"Clark, Kenneth, 1903-",,,The nude.,[New York],Pantheon Books,[c1956],39097005671699,,39097005671699
Architecture,NA1043 .J313,Book,"Jantzen, Hans, 1881-1967 author",,,"High Gothic: the classic cathedrals of Chartres, Reims, Amiens / Translated from the German by James Palmes.",[New York]:,Pantheon Books,[1962],39097005672069,,39097005672069
Architecture,NA712 .H49,Book,"Heyer, Paul",,,Architects on architecture; new directions in America.,"New York,",Walker,[1966],39097005673638,,39097005673638
Architecture,NA737.O4 F4,Book,"Fein, Albert",0807606502; 0807606499; 9780807606506; 9780807606490,,Frederick Law Olmsted and the American environmental tradition.,"New York,",G Braziller,[1972],39097005673703,,39097005673703
Visual arts,N7340 .W475,Book,"Willetts, William.",,,"Foundations of Chinese art from Neolithic pottery to modern architecture. 322 illus. in colour and black and white, 91 maps, and line drawings.","New York,",McGraw-Hill,[1965],39097005674727,,39097005674727
Visual arts,N6853.P5 A4 1986,Book,"Picasso, Pablo, 1881-1973.",0871131726; 0871130815; 0871130823; 9780871130815; 9780871130822,,Je suis le cahier : the sketchbooks of Pablo Picasso / edited by Arnold Glimcher and Marc Glimcher.,Boston :,Pace Gallery; Atlantic Monthly Press,c1986.,39097005675369,,39097005675369
Architecture,NA680 .H89 1986,Book,"Huxtable, Ada Louise",039452909X; 9780394529097,,"Architecture, anyone? / Ada Louise Huxtable.",New York :,Random House,c1986.,39097005675492,,39097005675492
Visual arts,N8186.R9 S6 1970,Book,"Soloukhin, Vladimir, 1924-1997.",:,,Chernye doski : zapiski nachinai︠u︡shchego kollekt︠s︡ionera / Vladimir Soloukhin.,[s. l. :,s n,197-,39097005686358,,39097005686358
Architecture,NA737.W7 L57 1986,Book,"Lipman, Jonathan",0847807053; 9780847807055; 0847807061; 9780847807062,,Frank Lloyd Wright and the Johnson Wax buildings / Jonathan Lipman ; introduction by Kenneth Frampton.,New York :,Rizzoli,1986,39097005688644,,39097005688644
Visual arts,N6535.N5 M28 1986,Book,"Marshall, Richard, 1947-2014.",0877014035; 9780877014034; 0877013977; 9780877013976,,50 New York artists : a critical selection of painters and sculptors working in New York / by Richard Marshall ; with photographs of the artists by Robert Mapplethorpe.,San Francisco :,Chronicle Books,1986,39097005689014,,39097005689014
Architecture,NA737.W7 K29 1986,Book,"Kaufmann, Edgar, 1910-",0896596621; 9780896596627,,"Fallingwater, a Frank Lloyd Wright country house / Edgar Kaufmann, Jr. ; introduction by Mark Girouard.",New York :,Abbeville Press,1986,39097005689048,,39097005689048
Sculpture,NB197 .S3413 1986,Book,,0847807517; 9780847807512,,Sculpture : the adventure of modern sculpture in the nineteenth and twentieth centuries / by Antoinette Le Normand Romain ... [et al.].,New York :,Skira/Rizzoli,1986,39097005689121,,39097005689121
Architecture,NA1148 .W319,Book,"Wattjes, J. G. 1879-1944. (James Gerhardus),",,,Nieuw-Nederlandsche bouwkunst; een verzameling van fotografische afbeeldingen van Nederlandsche moderne bouwwerken met plattegronden door J. G. Wattjes.,"Amsterdam,","Uitgevers-Maatschappij ""Kosmos""",[1924],39097005689212,,39097005689212
Visual arts,N6512 .C58127 1986,Book,,0899501974; 9780899501970,,"Combat art of the Vietnam War / edited by Joseph F. Anzenberger, Jr.","Jefferson, N.C. :",McFarland,c1986.,39097005689550,,39097005689550
Visual arts,N7433.8 .B47 1986,Book,"Bernstein, Saul",0823029891; 9780823029891; 0823029905; 9780823029907,,Making art on your computer / Saul Bernstein and Leo McGarry.,New York :,Watson/Guptill Publications,[1986],39097005689741,,39097005689741
Visual arts,N6853.B58 A4 1986,Book,"Boucher, François, 1703-1770",0810907437; 9780810907430,,"François Boucher, 1703-1770 : the Metropolitan Museum of Art, New York, February 17, 1986-May 4, 1986, the Detroit Institute of Arts, May 27- August 17, 1986, Reunion des musées nationaux, Grand Palais, Paris, September 19, 1986-January 5, 1987.",New York :,Metropolitan Museum of Art,c1986.,39097005689899,,39097005689899
Visual arts,N6843 .M3413 1986,Book,"Mâle, Emile, 1862-1954",093380606X; 9780933806061,,Art and artists of the Middle Ages / Emile M ale ; translated by Sylvia Stallings Lowe.,"Redding Ridge, CT :",Black Swan Books,c1986.,39097005691150,,39097005691150
Architecture,NA7448 .K57 1986,Book,"Knapp, Ronald G., 1940-",0824810538; 9780824810535,,China's traditional rural architecture : a cultural geography of the common house / Ronald G. Knapp.,"Honolulu, Hawaii :",University of Hawaii Press,c1986.,39097005691200,,39097005691200
Architecture,NA260 .T96 1986,Book,"Tzonis, Alexander",0262200597; 9780262200592; 026270031X; 9780262700313,,Classical architecture : the poetics of order / Alexander Tzonis and Liane Lefaivre.,"Cambridge, Mass. :",MIT Press,c1986.,39097005691259,,39097005691259
Visual arts,N6530.C2 C62 1986,Book,"Cohen, William K.",0824085876; 9780824085872,,Art of our time in southern California : a guide to the documentation of contemporary art / William K. Cohen.,New York :,Garland Pub,1986,39097005691317,,39097005691317
Visual arts,N7625.5 .S4 1986,Book,"Sears, Elizabeth, 1952-",0691040370; 9780691040370,,The ages of man : medieval interpretations of the life cycle / Elizabeth Sears.,"Princeton, N.J. :",Princeton University Press,c1986.,39097005691515,,39097005691515
Architecture,NA210 .L57 1986,Book,"Lloyd, Seton",0847806928; 9780847806928,,"Ancient architecture / Seton Lloyd, Hans Wolfgang Müller.",New York :,Electa/Rizzoli,1986,39097005691952,,39097005691952
Visual arts,N7593.1 .C73 1986,Book,"Craven, Wayne.",0521320445; 9780521320443,,"Colonial American portraiture : the economic, religious, social, cultural, philosophical, scientific, and aesthetic foundations / Wayne Craven.",Cambridge [Cambridgeshire] ;,Cambridge University Press,1986,39097005692026,,39097005692026
Visual arts,N6853.D33 L57 1987,Book,"Lipton, Eunice",0520056043; 9780520056046,,Looking into Degas : uneasy images of women and modern life / Eunice Lipton.,Berkeley :,University of California Press,"1987, c1986.",39097005695029,,39097005695029
Visual arts,N8063 .K33 1985,Book,"Kaplan, Paul H. D. 1952- (Paul Henry Daniel),",0835716678; 9780835716673,,The rise of the black magus in western art / by Paul H.D. Kaplan.,"Ann Arbor, Mich. :",UMI Research Press,c1985.,39097005695110,,39097005695110
Visual arts,N8740 .C37 1986,Book,"Carmilly, Moshe",0835222411; 9780835222419,,Fear of art : censorship and freedom of expression in art / Moshe Carmilly-Weinberger.,New York :,Bowker,1986,39097005695169,,39097005695169
Architecture,NA737.J34 M55 1986,Book,"Miller, Nory, 1947-",0847805611; 9780847805617; 084780562X; 9780847805624,,Helmut Jahn / text by Nory Miller.,New York :,Rizzoli,1986,39097005695243,,39097005695243
Visual arts,N6853.P48 B35 1986,Book,"Picabia, Francis, 1879-1953",884351265X; 9788843512652,,"Picabia : opere, 1898-1951 / [mostra e catalogo a cura di Enrico Baj].",Milano :,Electa,c1986.,39097005695250,,39097005695250
Visual arts,N6510.5.E25 I5 1986,Book,,0870994670; 9780870994678; 0870994689; 0847807681; 9780870994685; 9780847807680,,In pursuit of beauty : Americans and the Aesthetic movement / Doreen Bolger Burke ... [et al.].,New York :,Rizzoli; Metropolitan Museum of Art,1986,39097005695466,,39097005695466
Visual arts,N8053.7 .K37 1986,Book,"Kartsonis, Anna D.",0691040397; 9780691040394,,Anastasis : the making of an image / Anna D. Kartsonis.,"Princeton, N.J. :",Princeton University Press,c1986.,39097005695789,,39097005695789
Architecture,NA735.M32 W46 1986,Book,"Windle, John T., 1901-",0871950049; 9780871950048,,"The early architecture of Madison, Indiana / John T. Windle, Robert M. Taylor, Jr.",Madison :,Indiana Historical Society; Historic Madison Inc,1986,39097005697306,,39097005697306
Visual arts,N7445.2 .G75 1986,Book,"Greenberg, Clement, 1909-",0226306178; 9780226306179,,Clement Greenberg : the collected essays and criticism / edited by John O'Brian.,Chicago :,University of Chicago Press,1986-,39097005697827,,39097005697827
Architecture,NA737.G44 A42 1986,Book,"Gehry, Frank O., 1929-",084780741X; 9780847807413; 0847807630; 9780847807635,,The architecture of Frank Gehry / Foreword by Henry N. Cobb ; essays by Rosemarie Haag Bletter...[et al.] ; commentaries by Frank Gehry.,New York :,Rizzoli,1986,39097005697835,,39097005697835
Visual arts,N7445.2 .G75 1986,Book,"Greenberg, Clement, 1909-",0226306178; 9780226306179,,Clement Greenberg : the collected essays and criticism / edited by John O'Brian.,Chicago :,University of Chicago Press,1986-,39097005697876,,39097005697876
Architecture,NA2545.A3 W4,Book,"Weiss, Joseph Douglas, 1895-",,,Better buildings for the aged.,"New York,",Hopkinson and Blake,[1969],39097005698338,,39097005698338
Visual arts,N8261.W56 D45 1986,Book,"Delehanty, Suzanne, 1944-",0934032084; 9780934032087,,The window in twentieth-century art / organized by Suzanne Delehanty.,"Purchase, N.Y. :",Neuberger Museum State University of New York at Purchase,c1986.,39097005698379,,39097005698379
Painting,ND2920 P3 1986,Book,"Pächt, Otto.",0199210608; 9780199210602,,Book illumination in the Middle Ages : an introduction / Otto Pächt ; with a preface by J.J.G. Alexander.,"London,",Harvey Miller,1986,39097005699203,,39097005699203
Architecture,NA737.M65 C43 1986,Book,,0847807460; 9780847807468; 0847807592; 9780847807598,,Charles Moore : buildings and projects 1949-1986 / edited by Eugene J. Johnson.,"New York, NY :",Rizzoli,1986,39097005705067,,39097005705067
Architecture,NA737.S64 A4 1986b,Book,"Stern, Robert A. M.",0847807002; 9780847807000; 0847807045; 9780847807048,,"Buildings and projects, 1981-1985 / Robert A.M. Stern.",New York :,Rizzoli,1986,39097005705265,,39097005705265
Visual arts,N6853.C45 A4 1984,Book,"Cézanne, Paul, 1839-1906",,,Cézanne au Musée d'Aix.,[Aix en Provence] :,Musée Granet,[1984],39097005707378,,39097005707378
Architecture,NA1510.63.B38 A3 1986,Book,"Bawa, Geoffrey.",9971842912; 9789971842918; 0893812358; 9780893812355,,Geoffrey Bawa / Brian Bruce Taylor; with an essay by Barbara Sansoni.,Singapore :,Aperture; Concept Media,1986,39097005707592,,39097005707592
Visual arts,N8080 .M32 1986,Book,,,,La Maddalena tra sacro e profano / a cura di Marilena Mosco.,Firenze :,A Mondadori; Casa Usher,c1986.,39097005707741,,39097005707741
Architecture,NA737.K32 B7 1987,Book,"Brown, Jack Perry",0824099184; 9780824099183,,Louis I. Kahn : a bibliography / Jack Perry Brown.,New York :,Garland,1987,39097005708756,,39097005708756
Visual arts,N6853.P84 A4 1984,Book,"Puvis de Chavannes, Pierre, 1824-1898",,,"Puvis de Chavannes et le Musée des beaux-arts de Marseille : Marseille, Musée des beaux-arts, décembre 1984-janvier 1985 / [cette exposition a été réalisée par Henri Wytenhove ; avec le concours de Claire de Courcy, Marie-Paule Vial, et Geneviéve Creuset ; impression et réalisation du catalogue, Daniel Truong]--p.[95].",Marseille :,Le Musée,[1984],39097005708772,,39097005708772
Architecture,NA1455.F53 A237313 1986,Book,"Schildt, Göran, 1917-2009.",0847807118; 9780847807116,,Alvar Aalto : the decisive years / Göran Schildt.,New York :,Rizzoli,1986,39097005708913,,39097005708913
Architecture,NA1121.P43 G68 1984,Book,,,,"Gotico, neogotico, ipergotico : architettura e arti decorative a Piacenza, 1856-1915 : Piacenza dal 23 dicembre 1984 al 3 marzo 1985 / a cura di Marco Dezzi Bardeschi.","Casalecchio di Reno, Bologna :",Grafis,[1984],39097005708962,,39097005708962
Architecture,NA1120 .C6213 1986,Book,"Cipriani, Giovanni Battista, b. 1776.",0847807762; 9780847807765,,Architecture of Rome : a nineteenth-century itinerary / by Giovanni Battista Cipriani ; introduction by Stanley Tigerman.,New York :,Rizzoli,1986,39097005709002,,39097005709002
Architecture,NA9030 .G6 1960,Book,"Goodman, Percival",,,Communitas; means of livelihood and ways of life [by] Percival and Paul Goodman.,"New York,",Vintage Books,[1960],39097005709069,,39097005709069
Architecture,NA7571 .G68 1986,Book,"Gowans, Alan",0262070952; 9780262070959,,"The comfortable house : North American suburban architecture, 1890-1930 / Alan Gowans ; bibliography by Lamia Doumato.","Cambridge, Mass :",MIT Press,c1986.,39097005709093,,39097005709093
Visual arts,N6850 .B3 1985,Book,"Bernier, Georges.",,,"Paris cafes, their role in the birth of modern art : [exhibition] November 13-December 20, 1985, Wildenstein / text by Georges Bernier.",New York :,Wildenstein,[1985],39097005709101,,39097005709101
Visual arts,N6853.M33 B46 1987,Book,"Benjamin, Roger, 1957-",0835717437; 9780835717434,,"Matisse's ""Notes of a painter"" : criticism, theory, and context, 1891-1908 / by Roger Benjamin.","Ann Arbor, Mich. :",UMI Research Press,c1987.,39097005709119,,39097005709119
Visual arts,N7943 .C57 1986,Book,,0521254752; 9780521254755,,Cistercian art and architecture in the British Isles / edited by Christopher Norton and David Park.,Cambridge ;,Cambridge University Press,1986,39097005709754,,39097005709754
Visual arts,N8660.C5 A36,Journal,"Christie, Manson & Woods",,,Christie's review of the year.,[London],,1959,39097005714796,,39097005714796
Visual arts,N8660.C5 A36,Journal,"Christie, Manson & Woods",,,Christie's review of the year.,[London],,1959,39097005714804,,39097005714804
Visual arts,N8660.C5 A36,Journal,"Christie, Manson & Woods",,,Christie's review of the year.,[London],,1959,39097005714846,,39097005714846
Visual arts,N7720.A1 W57 1979,Book,"Wirth, Jean.",,,La Jeune fille et la mort : recherches sur les th`emes macabres dans l'art germanique de la Renaissance / Jean Wirth.,Gen`eve :,Droz,1979,39097005718342,,39097005718342
Visual arts,N7350 .O4 1903a,Book,"Okakura, Kakuzō, 1862-1913.",,,The ideals of the East with special reference to the art of Japan / by Kakasu Okakura.,New York :,Dutton,1903,39097005718524,,39097005718524
Visual arts,N6512 .P493 1987,Book,"Pincus-Witten, Robert",0835717631; 9780835717632,,"Postminimalism into maximalism : American art, 1966-1986 / by Robert Pincus-Witten.","Ann Arbor, Mich. :",UMI Research Press,c1987.,39097005719217,,39097005719217
Visual arts,N910 .M64a,Journal,Salón Nacional de Artes Plásticas,,,Salón Nacional de Artes Plásticas. [Catálogo],Montevideo.,,19uu,39097005721999,,39097005721999
Visual arts,N6853.T56 P68 1986,Book,"Potok, Chaim",0847807789; 9780847807789,,Tobiasse : artist in exile / Chaim Potok.,New York :,Rizzoli,1986,39097005723631,,39097005723631
Visual arts,N6535.B7 S7 1986,Book,"Stebbins, Theodore E.",0878462767; 9780878462766,,"Boston collects : contemporary painting & sculpture / Theodore E. Stebbins, Jr., Judith Hoos Fox.",Boston :,Museum of Fine Arts,c1986.,39097005723748,,39097005723748
Visual arts,N7301 .R37 1986,Book,,2865450430; 9782865450435,,"Rasa, les neuf visages de l'art indien : Galeries nationales du Grand Palais, 13 mars-16 juin 1986.",[Paris] :,Association française d'action artistique; Minist`ere des relations extérieures,1986,39097005723847,,39097005723847
Visual arts,N6853.G36 A4 1981,Book,"Gérôme, Jean Léon, 1824-1904",,,"Jean-Léon Gérôme, 1824-1904 : peintre, sculpteur et graveur ses œuvres conservées dans les collections françaises publiques et privées.",Vesoul :,Ville de Vesoul,1981,39097005723854,,39097005723854
Visual arts,N6848 .N63 1985,Book,"Noël, Bernard, 1930-",2869160240; 9782869160248,,"Marseille - New York : une liaison surréaliste = a surrealist liaison / Bernard Noël ; traduction anglaise, Jeffrey Arsham.",[France?] :,André Dimanche Editeur,c1985.,39097005724217,,39097005724217
Architecture,NA7735 .P34 1986,Book,"Philippe, Daniel",0865650713; 9780865650718,,Chateaux of the Loire / photographs by Daniel Philippe ; text by Colette Gouvion.,New York :,distributed by Rizzoli International Publications; Vendome Press,c1986.,39097005724357,,39097005724357
Architecture,NA1153.D64 D65 1986,Book,"Doig, Allan.",0521322138; 9780521322133,,"Theo Van Doesburg : painting into architecture, theory into practice / Allan Doig.",Cambridge [Cambridgeshire] ;,Cambridge University Press,1986,39097005724746,,39097005724746
Architecture,NA707 .D8 1986,Book,"Duprey, Kenneth.",0803853998; 9780803853997,,Old houses on Nantucket / by Kenneth Duprey.,New York :,Architectural Book Pub Co,c1986.,39097005725321,,39097005725321
Visual arts,N6535.N5 B49 1986,Book,"Saltz, Jerry, 1951-",0912383313; 9780912383316,,Beyond boundaries : New York's new art / by Jerry Saltz ; essays by Roberta Smith and Peter Halley.,New York :,A van der Marck Editions,c1986.,39097005726063,,39097005726063
Visual arts,N6535.B7 E967 1986,Book,,,,"Expressionism in Boston, 1945-1985.","New York, N.Y. (15 W. 44th St., New York 10036) :",American Ceramics,c1986.,39097005726238,,39097005726238
Visual arts,N8550 .B7 1986,Book,"Brettell, Richard R.",0865590621; 9780865590625,,"The art of the edge: European frames 1300-1900 / by Richard R. Brettell and Steven Starling, with an essay by José Ortega y Gassett [sic].","Chicago, Ill. :",Art Institute of Chicago,1986,39097005726493,,39097005726493
Visual arts,N7343.5 .L43 1984,Book,"Lee, Jean Gordon, 1916-",087633060X; 9780876330609,,"Philadelphians and the China trade, 1784-1844 / Jean Gordon Lee ; essay by Philip Chadwick Foster Smith.","[Philadelphia, Pa.] :",Philadelphia Museum of Art,1984,39097005727277,,39097005727277
Visual arts,N7949.A1 M3313 1986,Book,"Mâle, Emile, 1862-1954",0691099146; 9780691099149,,The late Middle Ages : a study of medieval iconography and its sources / Emile M ale ; edited by Harry Bober ; translated by Marthiel Mathews.,"Princeton, N.J. :",Princeton University Press,c1986.,39097005727889,,39097005727889
Architecture,NA737.W712 E56 1986,Book,"Einbinder, Harvey",080222511X; 9780802225115,,An American genius : Frank Lloyd Wright / by Harvey Einbinder.,New York :,Philosophical Library,1986,39097005728754,,39097005728754
Visual arts,N8217.G36 H44 1986,Book,"Hellerstedt, Kahren",0253212529; 9780253212528,,"Gardens of earthly delight : sixteenth and seventeenth-century Netherlandish gardens : the Frick Art Museum, Pittsburgh, Pennsylvania, April 3, 1986 / May 18, 1986 / by Kahren Jones Hellerstedt.","Pittsburgh, Pa. :",Frick Art Museum,c1986.,39097005729109,,39097005729109
Visual arts,N7353 .F45 1985,Book,,0937426067; 9780937426067,,The Feminine image : women of Japan.,"[Honolulu, HI] :",Honolulu Academy of Arts,1985,39097005731659,,39097005731659
Visual arts,N7353.4 .C86 1984,Book,"Cunningham, Louisa",0894670301; 9780894670305,,The spirit of place : Japanese paintings and prints of the sixteenth through nineteenth centuries / Louisa Cunningham.,New Haven :,Yale University Art Gallery,1984,39097005731709,,39097005731709
Visual arts,N8219.L5 M4 1985,Book,,3822500151; 9783822500156,,Mehr Licht : Künstlerhologramme und Lichtobjekte = More light : [artists's [sic] holograms and light objects] / herausgegeben von Achim Lipp und Peter Zec.,Hamburg :,Fielmann im E Kabel Verlag,c1985.,39097005731964,,39097005731964
Visual arts,N7483.B46 S36 1987,Book,"Samuels, Ernest, 1903-",0674067797; 9780674067790,,"Bernard Berenson, the making of a legend / Ernest Samuels, with the collaboration of Jayne Newcomer Samuels.","Cambridge, Mass. :",Belknap Press,1987,39097005739025,,39097005739025
Visual arts,N6868.5.E9 G425 1987,Book,,0917046250; 9780917046254; 0917046269; 9780917046261,,German expressionist art : the Ludwig and Rosy Fischer Collection / essays by Frederick R. Brandt and Eleanor M. Hight ; checklist by Ashley Kistler and Sabine Schultz.,"Richmond, Va. :",Distributed by the University of Washington Press; Virginia Museum of Fine Arts,c1987.,39097005740734,,39097005740734
Architecture,NA5955.P6 D38 1982,Book,"Davidovitch, David, 1905-1993.",,,"Omanut ṿe-omanim be-bate-keneset shel Polin : meḳorot, signonot, hashpaʻot / Daṿid Daṿidoṿits.",Tel Aviv :,ha-Ḳibuts ha-meʻuḥad,742 [1982],39097005742011,,39097005742011
Architecture,NA1121.P5 M33 1987,Book,"Mack, Charles R., 1940-2018.",080141699X; 9780801416996,,Pienza : the creation of a Renaissance city / Charles R. Mack ; photographs by Mary S. Hammond ; with a section of texts translated from the Latin by Catherine Castner ; and an appendix of Papal documents.,Ithaca :,Cornell University Press,1987,39097005742748,,39097005742748
Architecture,NA735.N5 S734 1987,Book,"Stern, Robert A. M.",0847806189; 9780847806188,,"New York 1930 : architecture and urbanism between the two World Wars / Robert A.M. Stern, Gregory Gilmartin, Thomas Mellins; assisted by David Fishman and Raymond W. Gastil.",New York :,Rizzoli,1987,39097005742771,,39097005742771
Visual arts,N7852 .B9 1986,Book,,,,"Byzantium at Princeton : Byzantine art and archeology at Princeton University : catalogue of an exhibition at Firestone Library, Princeton University, August 1 through October 26, 1986 / edited by Slobodan Ćurčić and Archer St. Clair.","Princeton, N.J. :",Dept of Art and Archaeology Princeton University The Art Museum Princeton University Princeton University Library Dept of Rare Books and Special Collections,1986,39097005743266,,39097005743266
Architecture,NA200 .F63 1987,Book,"Fletcher, Banister, Sir, 1866-1953",040801587X; 9780408015875,,Sir Banister Fletcher's A history of architecture.,London ;,Butterworths,1987,39097005743464,,39097005743464
Architecture,NA737.S9 A4 1986,Book,"Sullivan, Louis H., 1856-1924",0393023583; 9780393023589,,"Louis Sullivan, the function of ornament / edited by Wim de Wit ; text by David Van Zanten ... [et al.] ; with a contribution by Robert Twombly.",New York :,Chicago Historical Society and the Saint Louis Art Museum in association with WW Norton,c1986.,39097005743670,,39097005743670
Visual arts,N910.O7 O7,Journal,National Gallery of Canada.,,0078-6977,Annual review - National Gallery of Canada. Revue annuelle - Galerie nationale du Canada.,"Ottawa,",National Gallery of Canada,1969,39097005744199,,39097005744199
Visual arts,N858.N36 A56 1987,Book,,0810913739; 9780810913738,,The National Museum of Women in the Arts.,New York :,Abrams,1987,39097005744959,,39097005744959
Visual arts,N7353 .S36 1987,Book,Seattle Art Museum,0932216234; 9780932216236; 0932216226; 9780932216229; 0877014612; 9780877014614; 0877014574; 9780877014577,,A thousand cranes : treasures of Japanese art.,"Seattle, Wash. :",Chronicle Books; Seattle Art Museum,c1987.,39097005745030,,39097005745030
Architecture,NA1293.L48 A35 1987,Book,"Ahlin, Janne.",026201095X; 9780262010955,,"Sigurd Lewerentz, architect, 1885-1975 / by Janne Ahlin.","Cambridge, Mass. :",MIT Press,c1987.,39097005745089,,39097005745089
Visual arts,N7443 .S4,Journal,,,,7 arts.,Garden City :,Permabooks,1953-,39097005745618,,39097005745618
Visual arts,N7443.2 .M5,Journal,Middle Atlantic Symposium in the History of Art.,,0146-5244,Studies in art history.,"College Park, Md.,",Graduate School and the Department of Art University of Maryland,1973-,39097005745667,,39097005745667
Visual arts,N6999.L5 K8,Book,"Lissitzky, El, 1890-1941.",,,"El Lissitzky. Maler, Architekt, Typograf, Fotograf. Erinnerungen, Briefe, Schriften. Übergeben von Sophie Lissitszky-Küppers.","Dresden,",VEB Verlag der Kunst,1967,39097005745709,,39097005745709
Visual arts,N7443.2 .M5,Journal,Middle Atlantic Symposium in the History of Art.,,0146-5244,Studies in art history.,"College Park, Md.,",Graduate School and the Department of Art University of Maryland,1973-,39097005745717,,39097005745717
Visual arts,N8640 .G15,Journal,Galerie Brusberg,,0435-0553,Brusberg Berichte.,[Hannover],,1967,39097005745725,,39097005745725
Architecture,NA1364 .M72,Book,"Molnár, József",,,Macaristan'daki türk anitlari. Monuments turcs en Hongrie.,"Ankara,",Türk Tarih Kurumu Basimevi,1973,39097005747184,,39097005747184
Visual arts,N6846 .A8 1985,Book,,2902092075; 9782902092079,,"Au temps de Watteau, Fragonard et Chardin : les Pays-Bas et les peintres français du XVIIIe siècle : exposition réalisée à l'occasion du centenaire de la construction du Palais des beaux-arts ... / [commissaire général, Hervé Oursel ; commissaires, Catherine Louboutin, Annie Scottez].",[Lille] :,Musée des beaux-arts,1985,39097005748471,,39097005748471
Visual arts,N7343 .E91,Book,,,,The Exhibition of archaeological finds of the People's Repulic of China : text / provided by the Organization Committee of the exhibition of archaeological finds of the People's Republic of China.,[s.l. :,sn,1974],39097005751814,,39097005751814
Architecture,NA737.L34 A3 1984,Book,"Latrobe, Benjamin Henry, 1764-1820",0300029012; 9780300029017,,"The correspondence and miscellaneous papers of Benjamin Henry Latrobe / John C. Van Horne and Lee W. Formwalt, editors ; Darwin H. Stapleton, associate editor ; Jeffrey A. Cohen and Tina H. Sheller, assistant editors.",New Haven :,Published for the Maryland Historical Society by Yale University Press,1984-,39097005756391,,39097005756391
Visual arts,N9 .J176,Journal,,,0723-7871,Jahrbuch des Museums für Kunst und Gewerbe Hamburg.,Hamburg [Germany] :,Das Museum,1982-,39097005763975,,39097005763975
Visual arts,N7262 .P5,Book,,,,A Pictorial encyclopedia of the Oriental arts. Edited by Kadokawa Shoten.,"New York,",Crown Publishers,[c1969-,39097005841623,,39097005841623
Visual arts,N7586 .R5,Book,"Richter, Gisela M. A. 1882-1972. (Gisela Marie Augusta),",,,"The portraits of the Greeks, by Gisela M. A. Richter.",[London],Phaidon Press,[1965],39097005843850,,39097005843850
Visual arts,N7830 .S35,Book,"Schiller, Gertrud",,,Ikonographie der christlichen Kunst.,Gütersloh],Gütersloher Verlagshaus G Mohn,[1966-,39097005845392,,39097005845392
Architecture,NA1041 .V5 1967,Book,"Viollet-le-Duc, Eugène-Emmanuel, 1814-1879",,,"Dictionnaire raisonné de l'architecture française du XIe au XVIe siècle, par m. Viollet-Le-Duc.","Paris,",F de Nobèle,[1967],39097005846200,,39097005846200
Architecture,NA200 .F36 1893,Book,"Fergusson, James, 1808-1886",,,"A history of architecture in all countries, from the earliest times to the present day. By James Fergusson ...","London,",J Murray,1893-1902.,39097005846242,,39097005846242
Architecture,NA1044 .H3,Book,"Hautecœur, Louis, 1884-",,,Histoire de l'architecture classique en France ...,"Paris,",A Picard,1943-,39097005847034,,39097005847034
Architecture,NA5801 .H33,Book,"Harvey, John Hooper",,,The cathedrals of Spain.,"London,",Batsford,[1957],39097005848917,,39097005848917
Architecture,NA7235.V5 U67 1979a,Book,"Upton, Dell Thayer, 1949-",,,Early vernacular architecture in Southeastern Virginia / by Dell Upton.,,,1979,39097005852547,,39097005852547
Architecture,NA1510.7 .M8 1985,Book,"Mumtaz, Kamil Khan",997184141X; 9789971841416,,Architecture in Pakistan / Kamil Khan Mumtaz.,Singapore :,Concept Media,c1985.,39097005852596,,39097005852596
Architecture,NA2515 .M35,Book,"Martini, Francesco di Giorgio, 1439-1502.",,,Trattati di architettura ingegneria e arte militare. A cura di Corrado Maltese. Trascrizione di Livia Maltese Degrassi.,"Milano,",Il Polifilo,1967,39097005855516,,39097005855516
Architecture,NA7755 .F76,Book,"Frommel, Christoph Luitpold",,,Die römische Palastbau der Hochrenaissance.,"Tübingen,",E Wasmuth,1973,39097005855524,,39097005855524
Architecture,NA7755 .F76,Book,"Frommel, Christoph Luitpold",,,Die römische Palastbau der Hochrenaissance.,"Tübingen,",E Wasmuth,1973,39097005855532,,39097005855532
